,Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Draft_Yr,Pk,Team,College,attend_college,conference,FINAL_5Yrs,3PA_Shot,AST_TOV,True_FG%,PPP,FTR,TOV%,Hasst%
88,Sherman Douglas,81,30.5,14.3,5.7,11.6,49.4,0.1,0.4,16.1,2.8,4.0,68.7,0.9,1.7,2.5,7.6,1.8,0.1,3.0,1.0,1989,28,MIA,Syracuse University,1,1,1,1,2.533333333333333,57.291666666666664,0.8740831295843522,34.48275862068966,18.337408312958438,31.535269709543567
89,Sam Mitchell,80,30.2,12.7,4.7,10.4,44.6,0.0,0.1,0.0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,1.0,1985,54,HOU,Mercer University,1,0,1,1,0.9166666666666667,55.85855031667839,0.9382387706855791,42.30769230769231,8.865248226950355,7.4374577417173775
90,Mookie Blaylock,50,25.3,10.1,4.2,11.4,37.1,0.4,1.6,22.5,1.3,1.6,77.8,0.8,2.0,2.8,4.2,1.6,0.3,2.2,1.0,1989,12,NJN,University of Oklahoma,1,1,1,1,1.909090909090909,42.97140912185159,0.7060961968680088,14.035087719298245,15.380313199105144,22.629310344827587
91,Sean Elliott,81,25.1,10.0,3.8,8.0,48.1,0.0,0.1,11.1,2.3,2.7,86.6,1.6,2.1,3.7,1.9,0.6,0.2,1.4,1.0,1989,3,SAS,University of Arizona,1,1,1,1,1.3571428571428572,58.180125669071444,0.944465432565168,33.75,13.222516055912351,15.10033777071329
92,Blue Edwards,82,23.0,8.9,3.5,6.9,50.7,0.1,0.4,30.0,1.8,2.5,71.9,0.8,2.2,3.1,1.8,0.9,0.4,1.9,1.0,1989,21,UTA,East Carolina University,1,0,1,1,0.9473684210526316,59.73154362416108,0.898989898989899,36.231884057971016,19.19191919191919,15.270413573700953
93,Cory Jefferson,50,10.6,3.7,1.5,3.3,44.9,0.0,0.3,13.3,0.6,1.1,57.4,0.9,2.0,2.9,0.3,0.2,0.4,0.4,0.0,2014,60,SAS,Baylor University,1,1,0,1,0.7499999999999999,52.230378317334846,0.884321223709369,33.333333333333336,9.560229445506693,6.633499170812604
94,Nick Anderson,81,22.0,11.5,4.6,9.3,49.4,0.0,0.2,5.9,2.3,3.3,70.5,1.3,2.6,3.9,1.5,0.8,0.4,1.7,1.0,1989,11,ORL,University of Illinois at Urbana-Champaign,1,1,1,1,0.8823529411764706,57.350887692000796,0.9235464182460649,35.48387096774193,13.652425313202698,10.662875422072153
95,Stacey King,82,21.7,8.9,3.3,6.5,50.4,0.0,0.0,0.0,2.4,3.3,72.7,2.1,2.6,4.7,1.1,0.5,0.7,1.4,1.0,1989,6,CHI,University of Oklahoma,1,1,1,0,0.7857142857142858,61.58317187932466,0.9516680923866553,50.76923076923077,14.97005988023952,10.409273716583868
96,Dana Barros,81,20.1,9.7,3.7,9.1,40.5,1.2,2.9,39.9,1.1,1.4,80.9,0.4,1.2,1.6,2.5,0.7,0.0,1.5,1.0,1989,16,OKC,Boston College,1,1,1,1,1.6666666666666667,51.55187074829932,0.8648359486447932,15.384615384615385,13.373751783166904,18.162005085361425
97,Jeff Martin,69,19.6,6.3,2.5,6.0,41.1,0.0,0.2,13.3,1.3,1.9,70.5,1.1,1.2,2.3,0.6,0.6,0.2,0.7,0.0,1989,31,LAC,Murray State University,1,0,0,1,0.8571428571428572,49.080710501713924,0.8359872611464967,31.666666666666664,9.288747346072187,7.3148430356598615
98,Clifford Robinson,82,19.1,9.1,3.6,9.2,39.7,0.1,0.5,27.3,1.7,3.1,55.0,1.3,2.4,3.8,0.9,0.7,0.7,1.6,1.0,1989,36,POR,University of Connecticut,1,0,1,1,0.5625,46.04331107063347,0.7481091746136139,33.69565217391305,13.153567905294311,6.832416018219776
99,Winston Bennett,55,18.0,6.1,2.5,5.2,47.9,0.0,0.0,0.0,1.2,1.7,66.7,1.5,1.9,3.4,1.0,0.4,0.2,1.1,0.0,1988,64,CLE,University of Kentucky,1,1,0,0,0.9090909090909091,54.7183351273771,0.8654937570942111,32.69230769230769,15.607264472190693,12.334258402713537
100,Chucky Brown,75,17.9,7.3,2.8,6.0,47.0,0.0,0.1,0.0,1.7,2.2,76.2,1.1,2.0,3.1,0.7,0.4,0.3,0.9,1.0,1989,43,CLE,North Carolina State University,1,1,1,1,0.7777777777777777,56.29241209130167,0.927808845958312,36.66666666666667,11.438739196746313,8.097165991902834
101,Michael Ansley,72,17.0,8.7,3.2,6.5,49.7,0.0,0.0,0.0,2.3,3.2,72.2,2.6,2.4,5.0,0.6,0.3,0.2,0.7,0.0,1989,37,ORL,University of Alabama,1,1,0,0,0.8571428571428572,60.383120488617436,1.0106877323420074,49.23076923076923,8.131970260223047,6.437768240343349
102,Todd Lichti,79,16.8,8.0,3.2,6.5,48.6,0.0,0.2,0.0,1.6,2.2,74.7,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.0,1989,15,DEN,Stanford University,1,1,1,1,1.25,57.273768613974795,0.9229349330872174,33.84615384615385,13.84402399630826,14.641288433382138
103,Noah Vonleh,25,10.4,3.3,1.2,3.0,39.5,0.2,0.5,38.5,0.7,1.0,69.2,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0.0,2014,9,NOH,Indiana University,1,1,1,1,0.5,51.242236024844715,0.859375,33.33333333333333,10.416666666666668,4.9079754601226995
104,B.J. Armstrong,81,15.9,5.6,2.3,4.8,48.5,0.0,0.1,50.0,0.9,1.0,88.5,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.0,1989,18,CHI,University of Iowa,1,1,1,1,2.5,55.77689243027889,0.8974358974358974,20.833333333333336,16.025641025641026,28.490028490028497
105,Shawn Kemp,81,13.8,6.5,2.5,5.2,47.9,0.0,0.1,16.7,1.4,2.0,73.6,1.8,2.5,4.3,0.3,0.6,0.9,1.3,1.0,1989,17,OKC,Trinity Valley Community College,1,0,1,1,0.23076923076923075,57.624113475177296,0.8807588075880759,38.46153846153846,17.61517615176152,3.870967741935484
106,Tom Hammonds,61,13.2,5.3,2.1,4.8,43.7,0.0,0.0,0.0,1.0,1.6,64.3,1.0,1.8,2.8,0.8,0.2,0.2,0.8,1.0,1989,9,WAS,Georgia Institute of Technology,1,1,1,0,1.0,51.43633540372671,0.8407360406091371,33.333333333333336,12.69035532994924,11.173184357541901
107,Scott Haffner,43,13.0,4.6,2.0,5.0,40.6,0.1,0.5,14.3,0.4,0.6,68.0,0.2,1.0,1.2,1.9,0.3,0.1,0.8,0.0,1989,45,MIA,University of Evansville,1,0,0,1,2.3749999999999996,44.81683554169914,0.758575197889182,12.0,13.192612137203167,23.794614902943014
108,Randy White,55,12.9,4.3,1.7,4.6,36.9,0.0,0.3,7.1,0.9,1.6,56.2,1.4,1.7,3.1,0.4,0.4,0.1,0.8,1.0,1989,8,DAL,Louisiana Tech University,1,0,1,1,0.5,43.41680129240711,0.7044560943643513,34.78260869565218,13.106159895150723,6.097560975609757
109,Kenny Battle,59,12.4,4.1,1.6,2.9,54.7,0.0,0.1,25.0,0.9,1.4,67.1,0.7,1.4,2.1,0.6,0.6,0.2,0.5,0.0,1989,27,DET,University of Illinois at Urbana-Champaign,1,1,0,1,1.2,63.90274314214464,1.0209163346613546,48.275862068965516,12.450199203187251,12.861736334405144
110,Donald Royal,66,11.3,5.9,1.8,3.9,45.9,0.0,0.0,0.0,2.3,3.0,77.7,1.0,1.0,2.1,0.7,0.5,0.1,1.2,1.0,1987,52,CLE,University of Notre Dame,1,1,1,0,0.5833333333333334,64.69298245614036,0.9190031152647976,76.92307692307693,18.69158878504673,9.688581314878892
111,Michael Carter-Williams,70,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,1.4,4.8,6.2,6.3,1.9,0.6,3.5,0.0,2013,11,PHI,Syracuse University,1,1,1,1,1.8,51.403595173602554,0.7995021064726159,34.437086092715234,16.756032171581772,23.017902813299234
112,Delaney Rudd,77,11.0,3.5,1.4,3.4,42.9,0.2,0.7,28.6,0.5,0.7,66.0,0.2,0.6,0.7,2.3,0.3,0.0,1.1,0.0,1985,83,UTA,Wake Forest University,1,1,0,1,2.0909090909090904,49.24029262802476,0.7279534109816972,20.588235294117645,22.878535773710485,32.24675779880827
113,John Morton,37,10.9,3.9,1.3,4.4,29.8,0.2,0.8,23.3,1.2,1.7,69.4,0.2,0.7,0.9,1.8,0.5,0.1,1.4,0.0,1989,25,CLE,Seton Hall University,1,0,0,1,1.2857142857142858,40.84625052366987,0.5956017104459377,38.63636363636363,21.38057422113622,21.40945584299732
116,Doug Roth,42,9.8,1.9,0.9,2.0,43.0,0.0,0.0,0.0,0.2,0.3,50.0,1.0,1.8,2.9,0.5,0.2,0.3,0.4,0.0,1989,41,WAS,University of Tennessee,1,1,0,0,1.25,45.98257502420135,0.7503949447077408,15.0,15.797788309636651,16.433853738701725
117,Byron Irvin,50,9.8,5.2,1.9,4.1,47.3,0.1,0.3,35.7,1.2,1.8,67.0,0.6,0.9,1.5,0.9,0.6,0.0,0.8,0.0,1989,22,POR,University of Missouri,1,1,0,1,1.125,57.82918149466193,0.9135628952916375,43.90243902439025,14.0548137737175,13.5236664162284
118,George McCloud,44,9.4,2.7,1.0,3.3,31.3,0.3,0.9,32.5,0.3,0.4,78.9,0.3,0.7,1.0,1.0,0.4,0.1,0.8,1.0,1989,7,IND,Florida State University,1,1,1,1,1.25,39.846517119244396,0.6314312441534145,12.121212121212123,18.70907390084191,18.90359168241966
119,Ed Horton,45,8.3,4.5,1.8,3.6,49.4,0.0,0.1,0.0,0.9,1.5,60.9,1.3,1.1,2.4,0.4,0.2,0.1,0.9,0.0,1989,39,WAS,University of Iowa,1,1,0,1,0.4444444444444445,57.25190839694656,0.872093023255814,41.666666666666664,17.441860465116278,7.126948775055679
120,Trey Burke,70,32.3,12.8,4.9,12.8,38.0,1.6,4.8,33.0,1.5,1.6,90.3,0.5,2.4,3.0,5.7,0.6,0.1,1.9,0.0,2013,9,MIN,University of Michigan,1,1,1,1,3.0000000000000004,48.661800486618006,0.8309529992209815,12.5,12.334458582186443,26.937618147448017
121,Frank Kornet,57,7.7,2.0,0.7,2.0,36.8,0.1,0.4,25.0,0.4,0.7,61.5,0.4,0.8,1.2,0.4,0.3,0.1,0.4,0.0,1989,30,MIL,Vanderbilt University,1,1,0,1,1.0,46.425255338904364,0.7385524372230429,35.0,14.77104874446086,12.76935355147646
122,Doug West,52,7.3,2.6,1.0,2.6,39.3,0.1,0.2,27.3,0.5,0.6,81.3,0.5,0.9,1.3,0.3,0.2,0.1,0.6,1.0,1989,38,MIN,Villanova University,1,0,1,1,0.5,47.58418740849194,0.7505773672055428,23.076923076923077,17.321016166281755,7.926023778071334
123,Kenny Payne,35,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40.0,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,0.0,1989,19,PHI,University of Louisville,1,1,0,1,0.5,51.4018691588785,0.8418367346938774,16.129032258064516,15.30612244897959,7.079646017699115
126,Mike Morrison,36,4.3,2.0,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80.0,0.2,0.4,0.6,0.3,0.1,0.0,0.6,0.0,1989,51,PHO,Loyola College in Maryland,1,0,0,1,0.5,48.16955684007707,0.7012622720897616,42.10526315789474,21.037868162692845,9.433962264150944
127,Nate Johnston,21,4.1,2.2,0.9,2.3,37.5,0.0,0.2,25.0,0.4,0.6,69.2,0.6,0.5,1.1,0.0,0.1,0.4,0.3,0.0,1988,59,MIA,University of Tampa,1,0,0,1,0.0,45.23026315789474,0.7681564245810056,26.08695652173913,10.474860335195531,0.0
128,Willie Anderson,81,33.8,18.6,7.9,15.9,49.8,0.0,0.3,19.0,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,1.0,1988,10,SAS,University of Georgia,1,1,1,1,1.4374999999999998,55.71531272465853,0.8992457938503191,22.641509433962266,15.470895378070008,18.10310901219992
129,Victor Oladipo,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,0.5,3.6,4.1,4.1,1.6,0.5,3.2,0.0,2013,2,ORL,Indiana University,1,1,1,1,1.2812499999999998,54.8489666136725,0.8283313325330133,34.18803418803419,19.207683073229294,19.617224880382775
130,Hersey Hawkins,79,32.6,15.1,5.6,12.3,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,3.0,1.5,0.5,2.0,1.0,1988,6,LAC,Bradley University,1,0,1,1,1.5,57.572060393472626,0.9480160723254645,30.081300813008127,12.556504269211452,15.741833923652104
131,Kevin Edwards,79,29.7,13.8,5.9,14.0,42.5,0.1,0.5,27.0,1.8,2.4,74.6,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.0,1988,20,MIA,DePaul University,1,0,1,1,1.4193548387096775,47.49449339207049,0.7600793126239259,17.142857142857142,17.07424542850848,19.43462897526502
132,Grant Long,82,29.7,11.9,4.1,8.4,48.6,0.0,0.1,0.0,3.7,5.0,74.9,2.9,3.7,6.7,1.8,1.5,0.6,2.5,1.0,1988,33,MIA,Eastern Michigan University,1,0,1,1,0.72,62.631578947368425,0.9083969465648855,59.523809523809526,19.083969465648853,11.940298507462686
133,Rex Chapman,75,29.6,16.9,7.0,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1.0,1.5,2.5,2.3,0.9,0.3,1.5,1.0,1988,8,NOH,University of Kentucky,1,1,1,1,1.5333333333333332,48.36309523809524,0.8647155137126484,15.384615384615385,7.674989766680312,10.485525416001822
134,Brian Shaw,82,28.1,8.6,3.6,8.4,43.3,0.0,0.2,0.0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,1.0,1988,24,BOS,"University of California, Santa Barbara",1,0,1,1,2.5217391304347827,49.131627056672755,0.7541213609259908,19.047619047619047,20.168361978253245,33.603707995365
135,Chris Morris,76,27.6,14.1,5.4,11.9,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.6,1.3,0.8,2.5,1.0,1988,4,NJN,Auburn University,1,1,1,1,0.64,55.83716141295738,0.8894776684330052,27.731092436974787,15.770880645975272,9.107727337412836
136,Gary Grant,71,27.1,11.9,5.1,11.7,43.5,0.1,0.3,22.7,1.7,2.3,73.5,1.1,2.2,3.4,7.1,2.0,0.1,3.6,1.0,1988,15,OKC,University of Michigan,1,1,1,1,1.972222222222222,48.74651810584958,0.7295242766061795,19.65811965811966,22.069641981363414,30.22241140789614
137,Vernon Maxwell,79,26.1,11.7,4.5,10.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,3.8,1.1,0.1,2.3,1.0,1988,47,DEN,University of Florida,1,1,1,1,1.6521739130434783,52.31622250044714,0.8260378424173961,29.523809523809526,16.238350748376163,21.026421358417483
138,Ben McLemore,82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32.0,1.4,1.7,80.4,0.6,2.2,2.9,1.0,0.6,0.2,1.2,0.0,2013,7,SAC,University of Kansas,1,1,1,1,0.8333333333333334,50.72630850818538,0.8587041373926622,20.48192771084337,11.7096018735363,8.843687817820031
139,Dan Majerle,54,25.1,8.6,3.4,8.0,41.9,0.5,1.5,32.9,1.4,2.4,61.4,1.1,2.7,3.9,2.4,1.2,0.3,0.9,1.0,1988,14,PHO,Central Michigan University,1,0,1,1,2.6666666666666665,50.42213883677298,0.8638007231820006,30.0,9.039775010044194,19.292604501607713
140,Sylvester Gray,55,22.2,8.0,3.0,7.2,42.0,0.0,0.1,25.0,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,0.0,1988,35,MIA,University of Memphis,1,0,0,1,1.105263157894737,51.17707267144319,0.7742934572202864,38.888888888888886,18.389469608981802,16.759776536312852
141,Ricky Berry,64,22.0,11.0,4.0,8.9,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,0.0,1988,18,SAC,San Jose State University,1,0,0,1,1.0,58.065878378378365,0.969675599435825,29.213483146067414,11.459802538787024,10.208087946603847
142,Tom Garrick,71,21.1,6.4,2.5,5.1,49.0,0.0,0.2,0.0,1.4,1.8,80.3,0.5,1.7,2.2,3.4,1.1,0.1,1.6,0.0,1988,45,LAC,University of Rhode Island,1,0,0,1,2.125,58.22416302765648,0.8542445274959959,35.294117647058826,21.3561131873999,31.036056595162027
143,Vinny Del Negro,80,19.5,7.1,3.0,6.3,47.5,0.1,0.3,30.0,1.1,1.3,85.0,0.6,1.5,2.1,2.6,0.8,0.2,1.0,1.0,1988,29,SAC,North Carolina State University,1,1,1,1,2.6,53.902216823565126,0.901930894308943,20.634920634920636,12.703252032520327,24.720703589256
144,Derrick Chievous,81,19.0,9.3,3.4,7.8,43.7,0.1,0.3,20.8,2.4,3.0,78.3,1.4,1.8,3.2,1.0,0.6,0.1,1.7,0.0,1988,16,HOU,University of Missouri,1,1,0,1,0.5882352941176471,54.964539007092206,0.8595194085027729,38.46153846153847,15.711645101663589,8.385744234800839
145,Ledell Eackles,80,18.2,11.5,4.0,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1.0,2.3,1.5,0.5,0.1,1.6,1.0,1988,36,WAS,University of New Orleans,1,0,1,1,0.9375,56.672580327222555,0.906082571698708,46.73913043478261,12.606366214938546,10.458427749694962
146,Harvey Grant,71,16.8,5.6,2.5,5.5,46.4,0.0,0.0,0.0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,1.0,1988,12,WAS,University of Oklahoma,1,1,1,0,2.75,49.33051444679351,0.8957133717210491,14.545454545454547,6.397952655150352,14.905149051490515
147,Rod Strickland,81,16.8,8.9,3.3,7.0,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2.0,3.9,1.2,0.0,1.8,1.0,1988,19,NYK,DePaul University,1,0,1,1,2.1666666666666665,58.26132495417649,0.8832870186581977,41.42857142857142,17.864231838030964,27.703782631859347
148,Todd Mitchell,24,14.7,5.1,1.8,4.0,44.3,0.0,0.0,0.0,1.5,2.7,57.8,0.8,1.3,2.1,0.9,0.7,0.1,1.4,0.0,1988,43,DEN,Purdue University,1,1,0,0,0.6428571428571429,55.507183282542435,0.774134790528233,67.5,21.250758955676986,11.869436201780417
149,John Shasky,65,14.5,5.5,1.9,3.8,48.8,0.0,0.0,0.0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,0.0,1986,61,UTA,University of Minnesota,1,1,0,0,0.4285714285714286,62.90027447392498,0.9744861800141743,68.42105263157895,12.402551381998581,4.971002485501243
150,Shelton Jones,51,13.4,4.8,1.8,4.1,44.5,0.0,0.0,0.0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,0.0,1988,27,SAS,St. John's University,1,0,0,0,0.888888888888889,53.908355795148246,0.8415147265077139,39.024390243902445,15.778401122019636,12.195121951219514
151,Eric Leckner,75,10.4,4.3,1.6,2.9,54.5,0.0,0.0,0.0,1.1,1.5,69.9,0.6,2.0,2.7,0.2,0.1,0.3,0.9,1.0,1988,17,UTA,University of Wyoming,1,0,1,0,0.22222222222222224,66.56346749226006,0.9641255605381166,51.724137931034484,20.179372197309416,4.244031830238726
152,Jerome Lane,54,10.2,4.8,2.0,4.7,42.6,0.0,0.1,0.0,0.8,2.1,38.4,1.6,2.1,3.7,1.1,0.4,0.1,0.9,1.0,1988,23,DEN,University of Pittsburgh,1,1,1,1,1.2222222222222223,46.49360712901976,0.7357449417535253,44.680851063829785,13.7952176578786,14.290354011042547
153,Tim Perry,62,9.9,4.1,1.7,3.2,53.7,0.0,0.1,25.0,0.6,1.0,61.5,1.0,1.1,2.1,0.3,0.3,0.5,0.6,1.0,1988,7,PHO,Temple University,1,0,1,1,0.5,59.94152046783624,0.9669811320754715,31.25,14.150943396226415,6.557377049180327
154,Jim Les,82,9.5,1.7,0.5,1.6,30.1,0.0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1.0,1986,70,ATL,Bradley University,1,0,1,1,2.3636363636363633,47.27474972191323,0.5490956072351421,56.25,35.52971576227391,45.39502400698386
155,Craig Neal,53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1.0,0.0,1988,71,POR,Georgia Institute of Technology,1,1,0,1,2.2,46.06365159128979,0.6329113924050633,17.39130434782609,28.768699654775602,38.66432337434095
156,David Rivers,47,9.4,2.9,1.0,2.6,40.2,0.0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,0.0,1988,25,LAL,University of Notre Dame,1,1,0,1,1.769230769230769,51.82273052180128,0.675046554934823,34.61538461538461,30.26070763500931,34.70388532629197
157,Andrew Lang,62,8.5,2.6,1.0,1.9,51.3,0.0,0.0,0.0,0.6,1.0,65.0,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1.0,1988,28,PHO,University of Arkansas,1,1,1,0,0.2,61.32075471698113,0.915492957746479,52.63157894736842,17.605633802816904,3.361344537815126
158,Charles Shackleford,60,8.1,3.1,1.4,2.8,49.4,0.0,0.0,0.0,0.4,0.7,50.0,0.8,1.7,2.6,0.4,0.3,0.3,0.5,1.0,1988,32,NJN,North Carolina State University,1,1,1,0,0.8,52.471225457007456,0.8592017738359203,25.0,13.858093126385812,9.919404835709859
159,Morlon Wiley,51,8.0,2.2,0.9,2.2,40.4,0.1,0.5,25.0,0.3,0.3,81.3,0.3,0.7,0.9,1.5,0.5,0.1,0.7,1.0,1988,46,DAL,"California State University, Long Beach",1,0,1,1,2.142857142857143,48.54368932038835,0.7255936675461742,13.636363636363635,23.087071240105537,33.02146395156851
160,Randolph Keys,42,7.9,4.0,1.8,4.1,43.0,0.0,0.2,10.0,0.5,0.7,69.0,0.5,0.8,1.3,0.5,0.3,0.1,0.5,1.0,1988,22,CLE,University of Southern Mississippi,1,0,1,1,1.0,47.014574518100616,0.814995925020375,17.073170731707318,10.187449062754688,9.203865623561898
161,Ron Grandison,72,7.3,2.5,0.8,2.0,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0.0,0.5,0.0,1987,100,DEN,University of New Orleans,1,0,0,1,1.2,55.75379125780553,0.8378016085790885,55.00000000000001,16.75603217158177,16.563146997929607
162,Micheal Williams,49,7.3,2.6,1.0,2.6,36.4,0.0,0.2,22.2,0.6,1.0,66.0,0.2,0.4,0.6,1.4,0.3,0.1,0.9,1.0,1988,48,DET,Baylor University,1,1,1,1,1.5555555555555554,46.099290780141835,0.6598984771573604,38.46153846153846,22.842639593908633,26.046511627906977
163,Anthony Frederick,46,6.8,3.3,1.4,2.7,50.4,0.0,0.1,40.0,0.5,0.7,70.6,0.6,0.6,1.1,0.4,0.3,0.1,0.7,0.0,1986,133,DEN,Pepperdine University,1,0,0,1,0.5714285714285715,57.81359495444989,0.8899676375404529,25.925925925925924,18.878101402373247,9.679370840895341
164,Everette Stephens,35,6.0,1.9,0.7,2.1,31.9,0.1,0.3,20.0,0.5,0.6,77.3,0.3,0.3,0.7,1.1,0.3,0.1,0.8,0.0,1988,31,PHI,Purdue University,1,1,0,1,1.375,42.56272401433691,0.6005056890012642,28.57142857142857,25.28445006321113,25.670945157526255
165,Jack Haley,51,5.7,2.2,0.7,1.5,47.4,0.0,0.0,0.0,0.7,0.9,78.3,0.4,1.0,1.4,0.2,0.2,0.0,0.5,1.0,1987,79,CHI,"University of California, Los Angeles",1,1,1,0,0.4,64.78209658421673,0.9181969949916529,60.0,20.868113522537563,7.611798287345387
166,Mark Jackson,82,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,1.0,1987,18,NYK,St. John's University,1,0,1,1,3.419354838709677,51.892551892551886,0.8043529690087532,25.806451612903224,18.334516205346578,38.377986965966684
167,Kenny Smith,61,35.6,13.8,5.4,11.4,47.7,0.2,0.6,30.8,2.7,3.3,81.9,0.7,1.6,2.3,7.1,1.5,0.1,3.0,1.0,1987,6,SAC,University of North Carolina,1,1,1,1,2.3666666666666667,56.90252350321623,0.870552611657835,28.947368421052627,18.925056775170326,30.77923485423214
168,Nate Wolters,58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29.0,1.0,1.6,65.6,0.6,2.0,2.6,3.2,0.6,0.3,1.0,0.0,2013,38,WAS,South Dakota State University,1,0,0,1,3.2,51.04934770277934,0.8567348881485007,23.88059701492537,11.899095668729176,27.4442538593482
169,Armen Gilliam,55,32.9,14.8,6.2,13.1,47.5,0.0,0.0,0.0,2.4,3.5,67.9,2.4,5.5,7.9,1.3,1.1,0.5,2.2,1.0,1987,2,PHO,"University of Nevada, Las Vegas",1,0,1,0,0.5909090909090908,53.35255948089402,0.8788598574821853,26.717557251908396,13.06413301662708,7.1184120465434635
170,Winston Garland,67,31.7,12.4,5.1,11.6,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1.0,2.4,3.4,6.4,1.7,0.1,2.5,1.0,1987,40,MIL,Missouri State University,1,0,1,1,2.56,51.21427391376178,0.8205399682371626,19.827586206896548,16.543144520910534,29.639921268959128
171,Joe Wolf,42,27.1,7.6,3.2,8.0,40.7,0.1,0.4,20.0,1.1,1.3,83.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,1.0,1987,13,LAC,University of North Carolina,1,1,1,1,1.2777777777777777,45.86048756939416,0.7327419976860778,16.25,17.354415734670265,18.08531551012384
174,Kevin Johnson,80,24.0,9.2,3.4,7.5,46.1,0.1,0.3,20.8,2.2,2.6,83.9,0.5,1.9,2.4,5.5,1.3,0.3,1.8,1.0,1987,7,CLE,University of California,1,1,1,1,3.0555555555555554,56.987115956392465,0.88088854844887,34.66666666666667,17.234775947912677,34.29996881821016
175,Horace Grant,81,22.6,7.7,3.1,6.3,50.1,0.0,0.0,0.0,1.4,2.2,62.6,1.9,3.6,5.5,1.1,0.6,0.7,1.1,1.0,1987,10,CHI,Clemson University,1,1,1,0,1.0,56.751179245283026,0.920172084130019,34.920634920634924,13.145315487571702,11.524358302776323
176,Dennis Hopson,61,22.4,9.6,3.6,9.0,40.4,0.2,0.7,26.7,2.1,2.9,74.0,1.0,1.3,2.3,1.9,0.9,0.4,1.9,1.0,1987,3,NJN,Ohio State University,1,1,1,1,1.0,49.80286366466072,0.7884362680683311,32.22222222222222,15.604467805519054,13.401516487391993
177,Ken Norman,66,21.7,8.6,3.7,7.6,48.2,0.0,0.2,0.0,1.3,2.6,51.2,1.5,2.5,4.0,1.2,0.7,0.5,1.6,1.0,1987,19,LAC,University of Illinois at Urbana-Champaign,1,1,1,1,0.7499999999999999,52.61869799314732,0.831399845320959,34.21052631578947,15.46790409899459,10.313708637730985
178,Ryan Kelly,59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.5,0.8,0.8,0.0,2013,48,LAL,Duke University,1,1,0,1,2.0,58.77167205406993,0.9861932938856016,36.507936507936506,9.861932938856016,16.339034975746745
179,Derrick McKey,82,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4.0,1.3,0.8,0.8,1.3,1.0,1987,9,OKC,University of Alabama,1,1,1,1,1.0,61.647809689585145,0.9672280382339553,42.85714285714286,14.792899408284024,12.767002209673459
